0.000000	-10.000000	-10.000000	30.000000
0.010000	-9.983398	-9.679296	30.189051
0.020000	-9.984988	-9.580816	30.255173
0.030000	-9.939076	-9.316186	30.358400
0.040000	-9.918060	-9.160223	30.427605
0.050000	-9.856511	-8.925435	30.482036
0.060000	-9.809990	-8.740235	30.527996
0.070000	-9.735472	-8.521696	30.547012
0.080000	-9.666550	-8.325220	30.560705
0.090000	-9.579523	-8.117758	30.548379
0.100000	-9.492386	-7.921242	30.528184
0.110000	-9.393643	-7.724384	30.485863
0.120000	-9.292249	-7.535042	30.433135
0.130000	-9.183348	-7.350465	30.362026
0.140000	-9.071249	-7.173141	30.279312
0.150000	-8.954345	-7.003173	30.181240
0.160000	-8.834765	-6.841230	30.071606
0.170000	-8.712343	-6.688069	29.949064
0.180000	-8.588258	-6.543830	29.815830
0.190000	-8.462909	-6.409195	29.671791
0.200000	-8.337081	-6.284169	29.518392
0.210000	-8.211344	-6.169190	29.356092
0.220000	-8.086314	-6.064211	29.185972
0.230000	-7.962571	-5.969438	29.008722
0.240000	-7.840640	-5.884778	28.825246
0.250000	-7.721047	-5.810259	28.636296
0.260000	-7.604252	-5.745737	28.442677
0.270000	-7.490708	-5.691114	28.245124
0.280000	-7.380808	-5.646199	28.044367
0.290000	-7.274932	-5.610815	27.841098
0.300000	-7.173406	-5.584734	27.635979
0.310000	-7.076540	-5.567729	27.429645
0.320000	-6.984596	-5.559553	27.222698
0.330000	-6.897815	-5.559954	27.015713
0.340000	-6.816404	-5.568678	26.809235
0.350000	-6.740541	-5.585469	26.603788
0.360000	-6.670380	-5.610075	26.399865
0.370000	-6.606048	-5.642250	26.197942
0.380000	-6.547650	-5.681754	25.998469
0.390000	-6.495271	-5.728357	25.801881
0.400000	-6.448975	-5.781837	25.608596
0.410000	-6.408809	-5.841985	25.419015
0.420000	-6.374805	-5.908601	25.233528
0.430000	-6.346981	-5.981496	25.052512
0.440000	-6.325341	-6.060493	24.876336
0.450000	-6.309879	-6.145421	24.705362
0.460000	-6.300579	-6.236122	24.539945
0.470000	-6.297416	-6.332444	24.380435
0.480000	-6.300358	-6.434242	24.227180
0.490000	-6.309363	-6.541375	24.080524
0.500000	-6.324388	-6.653706	23.940813
0.510000	-6.345380	-6.771100	23.808391
0.520000	-6.372282	-6.893421	23.683602
0.530000	-6.405034	-7.020530	23.566795
0.540000	-6.443569	-7.152285	23.458318
0.550000	-6.487817	-7.288535	23.358522
0.560000	-6.537700	-7.429120	23.267761
0.570000	-6.593138	-7.573868	23.186389
0.580000	-6.654045	-7.722593	23.114766
0.590000	-6.720327	-7.875089	23.053250
0.600000	-6.791884	-8.031133	23.002200
0.610000	-6.868609	-8.190477	22.961976
0.620000	-6.950386	-8.352846	22.932934
0.630000	-7.037087	-8.517939	22.915428
0.640000	-7.128577	-8.685422	22.909804
0.650000	-7.224705	-8.854925	22.916401
0.660000	-7.325309	-9.026043	22.935545
0.670000	-7.430210	-9.198332	22.967550
0.680000	-7.539215	-9.371302	23.012707
0.690000	-7.652111	-9.544425	23.071288
0.700000	-7.768665	-9.717122	23.143535
0.710000	-7.888624	-9.888769	23.229657
0.720000	-8.011712	-10.058695	23.329824
0.730000	-8.137627	-10.226179	23.444162
0.740000	-8.266043	-10.390454	23.572745
0.750000	-8.396607	-10.550704	23.715589
0.760000	-8.528935	-10.706073	23.872642
0.770000	-8.662618	-10.855659	24.043782
0.780000	-8.797214	-10.998525	24.228804
0.790000	-8.932250	-11.133702	24.427416
0.800000	-9.067226	-11.260197	24.639230
0.810000	-9.201610	-11.376997	24.863756
0.820000	-9.334839	-11.483083	25.100397
0.830000	-9.466326	-11.577439	25.348441
0.840000	-9.595456	-11.659062	25.607058
0.850000	-9.721591	-11.726977	25.875296
0.860000	-9.844072	-11.780251	26.152085
0.870000	-9.962226	-11.818008	26.436228
0.880000	-10.075366	-11.839445	26.726413
0.890000	-10.182799	-11.843846	27.021212
0.900000	-10.283834	-11.830603	27.319092
0.910000	-10.377783	-11.799227	27.618422
0.920000	-10.463972	-11.749364	27.917488
0.930000	-10.541747	-11.680811	28.214506
0.940000	-10.610485	-11.593526	28.507643
0.950000	-10.669597	-11.487639	28.795031
0.960000	-10.718539	-11.363455	29.074798
0.970000	-10.756821	-11.221466	29.345081
0.980000	-10.784015	-11.062344	29.604057
0.990000	-10.799757	-10.886941	29.849966
1.000000	-10.803763	-10.696281	30.081136
1.010000	-10.795826	-10.491555	30.296004
1.020000	-10.775826	-10.274097	30.493140
1.030000	-10.743732	-10.045376	30.671269
1.040000	-10.699605	-9.806970	30.829283
1.050000	-10.643600	-9.560546	30.966261
1.060000	-10.575961	-9.307834	31.081475
1.070000	-10.497026	-9.050603	31.174396
1.080000	-10.407217	-8.790633	31.244701
1.090000	-10.307040	-8.529690	31.292265
1.100000	-10.197078	-8.269502	31.317161
1.110000	-10.077981	-8.011734	31.319650
1.120000	-9.950463	-7.757971	31.300166
1.130000	-9.815287	-7.509694	31.259302
1.140000	-9.673263	-7.268271	31.197798
1.150000	-9.525230	-7.034942	31.116514
1.160000	-9.372055	-6.810807	31.016420
1.170000	-9.214615	-6.596830	30.898568
1.180000	-9.053794	-6.393827	30.764079
1.190000	-8.890469	-6.202473	30.614120
1.200000	-8.725506	-6.023303	30.449888
1.210000	-8.559750	-5.856721	30.272594
1.220000	-8.394017	-5.703002	30.083448
1.230000	-8.229093	-5.562308	29.883646
1.240000	-8.065721	-5.434693	29.674358
1.250000	-7.904604	-5.320117	29.456723
1.260000	-7.746402	-5.218459	29.231835
1.270000	-7.591722	-5.129524	29.000744
1.280000	-7.441125	-5.053058	28.764449
1.290000	-7.295122	-4.988760	28.523896
1.300000	-7.154174	-4.936289	28.279977
1.310000	-7.018692	-4.895278	28.033531
1.320000	-6.889041	-4.865337	27.785344
1.330000	-6.765539	-4.846069	27.536149
1.340000	-6.648460	-4.837069	27.286634
1.350000	-6.538038	-4.837937	27.037437
1.360000	-6.434467	-4.848278	26.789157
1.370000	-6.337905	-4.867711	26.542351
1.380000	-6.248479	-4.895870	26.297542
1.390000	-6.166282	-4.932406	26.055219
1.400000	-6.091385	-4.976991	25.815843
1.410000	-6.023830	-5.029320	25.579851
1.420000	-5.963642	-5.089108	25.347655
1.430000	-5.910824	-5.156097	25.119651
1.440000	-5.865365	-5.230050	24.896219
1.450000	-5.827238	-5.310752	24.677723
1.460000	-5.796408	-5.398011	24.464521
1.470000	-5.772827	-5.491655	24.256962
1.480000	-5.756442	-5.591533	24.055388
1.490000	-5.747192	-5.697510	23.860139
1.500000	-5.745014	-5.809465	23.671557
1.510000	-5.749839	-5.927296	23.489980
1.520000	-5.761596	-6.050906	23.315752
1.530000	-5.780216	-6.180212	23.149220
1.540000	-5.805624	-6.315136	22.990738
1.550000	-5.837749	-6.455604	22.840665
1.560000	-5.876518	-6.601542	22.699370
1.570000	-5.921857	-6.752875	22.567230
1.580000	-5.973694	-6.909525	22.444632
1.590000	-6.031954	-7.071403	22.331973
1.600000	-6.096565	-7.238409	22.229663
1.610000	-6.167449	-7.410431	22.138120
1.620000	-6.244527	-7.587335	22.057776
1.630000	-6.327719	-7.768967	21.989070
1.640000	-6.416936	-7.955145	21.932453
1.650000	-6.512088	-8.145658	21.888386
1.660000	-6.613073	-8.340261	21.857335
1.670000	-6.719783	-8.538668	21.839773
1.680000	-6.832097	-8.740552	21.836174
1.690000	-6.949883	-8.945539	21.847015
1.700000	-7.072992	-9.153201	21.872767
1.710000	-7.201259	-9.363056	21.913894
1.720000	-7.334498	-9.574560	21.970850
1.730000	-7.472503	-9.787105	22.044067
1.740000	-7.615041	-10.000016	22.133954
1.750000	-7.761852	-10.212546	22.240889
1.760000	-7.912646	-10.423874	22.365208
1.770000	-8.067102	-10.633103	22.507200
1.780000	-8.224861	-10.839259	22.667094
1.790000	-8.385526	-11.041291	22.845049
1.800000	-8.548662	-11.238074	23.041144
1.810000	-8.713790	-11.428407	23.255364
1.820000	-8.880386	-11.611021	23.487591
1.830000	-9.047882	-11.784587	23.737586
1.840000	-9.215663	-11.947720	24.004980
1.850000	-9.383065	-12.098991	24.289263
1.860000	-9.549381	-12.236941	24.589766
1.870000	-9.713854	-12.360096	24.905656
1.880000	-9.875688	-12.466984	25.235925
1.890000	-10.034042	-12.556156	25.579380
1.900000	-10.188042	-12.626208	25.934640
1.910000	-10.336780	-12.675806	26.300137
1.920000	-10.479323	-12.703711	26.674111
1.930000	-10.614723	-12.708808	27.054619
1.940000	-10.742020	-12.690132	27.439547
1.950000	-10.860256	-12.646896	27.826618
1.960000	-10.968487	-12.578517	28.213418
1.970000	-11.065789	-12.484644	28.597415
1.980000	-11.151278	-12.365174	28.975991
1.990000	-11.224118	-12.220274	29.346471
2.000000	-11.283535	-12.050391	29.706165
2.010000	-11.328833	-11.856262	30.052403
2.020000	-11.359404	-11.638915	30.382576
2.030000	-11.374741	-11.399661	30.694184
2.040000	-11.374451	-11.140082	30.984869
2.050000	-11.358260	-10.862014	31.252463
2.060000	-11.326025	-10.567517	31.495020
2.070000	-11.277739	-10.258848	31.710847
2.080000	-11.213530	-9.938417	31.898536
2.090000	-11.133668	-9.608750	32.056979
2.100000	-11.038560	-9.272446	32.185383
2.110000	-10.928745	-8.932128	32.283275
2.120000	-10.804890	-8.590400	32.350501
2.130000	-10.667778	-8.249807	32.387216
2.140000	-10.518297	-7.912786	32.393868
2.150000	-10.357432	-7.581642	32.371177
2.160000	-10.186245	-7.258504	32.320105
2.170000	-10.005860	-6.945312	32.241831
2.180000	-9.817453	-6.643787	32.137711
2.190000	-9.622229	-6.355429	32.009252
2.200000	-9.421413	-6.081501	31.858069
2.210000	-9.216229	-5.823034	31.685858
2.220000	-9.007888	-5.580832	31.494361
2.230000	-8.797576	-5.355476	31.285337
2.240000	-8.586442	-5.147343	31.060537
2.250000	-8.375587	-4.956620	30.821680
2.260000	-8.166056	-4.783320	30.570436
2.270000	-7.958828	-4.627306	30.308407
2.280000	-7.754818	-4.488309	30.037122
2.290000	-7.554865	-4.365949	29.758019
2.300000	-7.359735	-4.259753	29.472449
2.310000	-7.170118	-4.169180	29.181667
2.320000	-6.986629	-4.093634	28.886833
2.330000	-6.809807	-4.032480	28.589016
2.340000	-6.640124	-3.985063	28.289194
2.350000	-6.477978	-3.950719	27.988261
2.360000	-6.323705	-3.928785	27.687028
2.370000	-6.177580	-3.918613	27.386235
2.380000	-6.039822	-3.919573	27.086552
2.390000	-5.910596	-3.931062	26.788587
2.400000	-5.790022	-3.952512	26.492893
2.410000	-5.678179	-3.983387	26.199972
2.420000	-5.575106	-4.023194	25.910287
2.430000	-5.480812	-4.071478	25.624258
2.440000	-5.395276	-4.127828	25.342277
2.450000	-5.318453	-4.191874	25.064706
2.460000	-5.250281	-4.263288	24.791887
2.470000	-5.190679	-4.341780	24.524142
2.480000	-5.139555	-4.427104	24.261780
2.490000	-5.096807	-4.519048	24.005097
2.500000	-5.062325	-4.617436	23.754386
2.510000	-5.035998	-4.722126	23.509932
2.520000	-5.017711	-4.833007	23.272020
2.530000	-5.007350	-4.949995	23.040938
2.540000	-5.004803	-5.073033	22.816975
2.550000	-5.009961	-5.202086	22.600429
2.560000	-5.022721	-5.337138	22.391603
2.570000	-5.042983	-5.478192	22.190813
2.580000	-5.070654	-5.625264	21.998386
2.590000	-5.105650	-5.778380	21.814661
2.600000	-5.147891	-5.937575	21.639996
2.610000	-5.197305	-6.102889	21.474763
2.620000	-5.253827	-6.274360	21.319354
2.630000	-5.317397	-6.452027	21.174180
2.640000	-5.387964	-6.635921	21.039675
2.650000	-5.465479	-6.826062	20.916292
2.660000	-5.549898	-7.022458	20.804509
2.670000	-5.641180	-7.225095	20.704829
2.680000	-5.739287	-7.433940	20.617776
2.690000	-5.844178	-7.648927	20.543901
2.700000	-5.955813	-7.869960	20.483779
2.710000	-6.074148	-8.096904	20.438006
2.720000	-6.199131	-8.329577	20.407204
2.730000	-6.330704	-8.567748	20.392015
2.740000	-6.468798	-8.811127	20.393099
2.750000	-6.613330	-9.059361	20.411132
2.760000	-6.764198	-9.312025	20.446802
2.770000	-6.921282	-9.568616	20.500805
2.780000	-7.084438	-9.828545	20.573837
2.790000	-7.253494	-10.091132	20.666590
2.800000	-7.428245	-10.355592	20.779739
2.810000	-7.608452	-10.621038	20.913938
2.820000	-7.793835	-10.886467	21.069805
2.830000	-7.984069	-11.150757	21.247909
2.840000	-8.178780	-11.412664	21.448758
2.850000	-8.377540	-11.670816	21.672779
2.860000	-8.579862	-11.923712	21.920304
2.870000	-8.785198	-12.169725	22.191548
2.880000	-8.992933	-12.407104	22.486589
2.890000	-9.202381	-12.633978	22.805345
2.900000	-9.412785	-12.848368	23.147555
2.910000	-9.623311	-13.048199	23.512749
2.920000	-9.833052	-13.231321	23.900233
2.930000	-10.041022	-13.395525	24.309060
2.940000	-10.246163	-13.538578	24.738014
2.950000	-10.447345	-13.658247	25.185593
2.960000	-10.643372	-13.752342	25.649993
2.970000	-10.832986	-13.818754	26.129098
2.980000	-11.014882	-13.855499	26.620482
2.990000	-11.187714	-13.860770	27.121410
3.000000	-11.350107	-13.832985	27.628850
3.010000	-11.500681	-13.770835	28.139494
3.020000	-11.638058	-13.673337	28.649791
3.030000	-11.760890	-13.539881	29.155985
3.040000	-11.867875	-13.370266	29.654164
3.050000	-11.957782	-13.164740	30.140322
3.060000	-12.029474	-12.924021	30.610419
3.070000	-12.081929	-12.649311	31.060459
3.080000	-12.114264	-12.342299	31.486560
3.090000	-12.125754	-12.005146	31.885038
3.100000	-12.115854	-11.640460	32.252473
3.110000	-12.084212	-11.251256	32.585787
3.120000	-12.030682	-10.840901	32.882305
3.130000	-11.955332	-10.413049	33.139808
3.140000	-11.858452	-9.971570	33.356574
3.150000	-11.740547	-9.520466	33.531407
3.160000	-11.602334	-9.063792	33.663644
3.170000	-11.444733	-8.605567	33.753157
3.180000	-11.268852	-8.149697	33.800333
